Desc Carrera,Desc Materia,Calif Final,sexo,edad,Grado 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,6,M,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,7,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,5,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,M,15,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,M,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,7,M,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,M,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,9,F,15,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,9,F,15,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,F,15,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,10,F,15,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,10,F,15,3 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,9,F,15,3 
PREPARATORIA (NVO. PLAN),INFORMATICA II,8,F,15,3 
PREPARATORIA (NVO. PLAN),FISICA,9,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,9,F,16,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,10,F,16,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,16,3 
PREPARATORIA (NVO. PLAN),INFORMATICA II,10,F,16,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,9,F,16,3 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,10,F,16,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,16,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,6,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,6,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,5,M,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,5,M,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,5,M,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,7,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,9,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,7,F,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,8,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,8,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,5,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,5,M,15,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,5,M,15,3 
PREPARATORIA (NVO. PLAN),INFORMATICA I,5,M,15,3 
PREPARATORIA (NVO. PLAN),FISICA,5,M,15,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,5,M,15,3 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,10,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,10,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,10,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,9,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,7,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,5,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,7,F,16,2 
PREPARATORIA (NVO. PLAN),CALCULO DIFERENCIAL,8,M,17,5 
PREPARATORIA (NVO. PLAN),TEMAS SELECTOS DE QUIMICA I,6,M,17,5 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,9,M,17,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,8,M,17,5 
PREPARATORIA (NVO. PLAN),LITERATURA II,7,M,17,5 
PREPARATORIA (NVO. PLAN),FILOSOFIA,7,M,17,5 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,7,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,7,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,9,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,9,F,16,3 
PREPARATORIA (NVO. PLAN),QUIMICA,7,F,16,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,16,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,16,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,10,F,16,3 
PREPARATORIA (NVO. PLAN),FISICA,5,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,6,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,5,F,15,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,5,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,5,F,15,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,7,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,7,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,16,2 
PREPARATORIA (NVO. PLAN),QUIMICA,8,F,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,F,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,9,F,16,2 
PREPARATORIA (NVO. PLAN),QUIMICA,8,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,F,16,2 
PREPARATORIA (NVO. PLAN),LITERATURA II,7,M,17,4 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,7,M,17,4 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,8,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,5,M,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,8,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,7,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,10,F,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,5,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,15,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,9,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,9,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,7,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,5,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,5,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,6,F,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,5,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,6,F,16,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,5,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,10,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,7,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,9,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,8,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,7,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,9,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,7,M,16,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,16,3 
PREPARATORIA (NVO. PLAN),INFORMATICA I,7,M,16,3 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,9,M,16,3 
PREPARATORIA (NVO. PLAN),FISICA,9,M,16,3 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,M,16,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,M,16,3 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,15,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,9,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,9,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,6,M,16,2 
PREPARATORIA (NVO. PLAN),QUIMICA,7,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,8,M,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,7,M,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,7,M,16,2 
PREPARATORIA (NVO. PLAN),COMPORTAM. ORGANIZACIONAL II,5,F,19,6 
PREPARATORIA (NVO. PLAN),CIENCIAS DE LA COMUNICACION,5,F,19,6 
PREPARATORIA (NVO. PLAN),ESTRUC.SOCIOECONOM. DE MEXICO,5,F,19,6 
PREPARATORIA (NVO. PLAN),HISTORIA DEL ARTE,5,F,19,6 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,8,M,16,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,9,M,16,3 
PREPARATORIA (NVO. PLAN),QUIMICA,7,M,16,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,8,M,16,3 
PREPARATORIA (NVO. PLAN),INFORMATICA II,6,M,16,3 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,8,M,16,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,7,M,16,3 
PREPARATORIA (NVO. PLAN),FISICA,8,F,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,6,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,F,16,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,8,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,7,F,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,6,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,5,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,6,M,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,7,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,7,M,16,2 
PREPARATORIA (NVO. PLAN),TECNOLOGIA I,9,F,20,5 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,9,F,20,5 
PREPARATORIA (NVO. PLAN),ECOLOGIA Y MEDIO AMBIENTE,9,F,20,5 
PREPARATORIA (NVO. PLAN),METODOLOGIA DE LA INVESTIGAC.,9,F,20,5 
PREPARATORIA (NVO. PLAN),LITERATURA I,9,F,20,5 
PREPARATORIA (NVO. PLAN),HISTORIA DE NUESTRO TIEMPO,8,M,16,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL III,7,M,16,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,8,M,16,3 
PREPARATORIA (NVO. PLAN),INFORMATICA II,7,M,16,3 
PREPARATORIA (NVO. PLAN),QUIMICA,7,M,16,3 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,9,M,16,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,5,M,16,3 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,8,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,8,M,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,9,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,9,F,16,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,9,F,16,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,F,16,3 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,7,F,16,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,F,16,3 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,M,20,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,M,20,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,9,M,20,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,9,M,20,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,20,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,M,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,M,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,M,15,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,8,M,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,9,M,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,7,F,15,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,9,F,15,3 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,6,F,15,3 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,3 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,7,F,15,3 
PREPARATORIA (NVO. PLAN),INFORMATICA II,7,F,15,3 
PREPARATORIA (NVO. PLAN),INFORMATICA II,5,F,17,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,7,F,17,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,17,2 
PREPARATORIA (NVO. PLAN),FISICA,8,F,17,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,7,F,17,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,5,F,17,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA II,10,M,17,4 
PREPARATORIA (NVO. PLAN),ADMINISTRACION I,10,M,17,4 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL IV,10,M,17,4 
PREPARATORIA (NVO. PLAN),PSICOLOGIA,10,M,17,4 
PREPARATORIA (NVO. PLAN),LITERATURA II,10,M,17,4 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,7,M,16,2 
PREPARATORIA (NVO. PLAN),LITERATURA I,9,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,10,M,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,8,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,9,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,9,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,10,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,10,F,16,2 
PREPARATORIA (NVO. PLAN),LITERATURA I,9,F,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,10,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,8,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,7,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,5,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,7,M,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,8,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,5,M,15,1 
PREPARATORIA (NVO. PLAN),TALL. DE LECTURA Y REDACCION I,6,M,15,1 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,8,M,15,1 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,6,M,15,1 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,5,M,15,1 
PREPARATORIA (NVO. PLAN),ESTRATEGIAS DE APRENDIZAJE,5,M,15,1 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,9,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,7,M,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,M,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,M,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,M,15,2 
PREPARATORIA (NVO. PLAN),ESTRATEGIAS DE APRENDIZAJE,5,M,15,1 
PREPARATORIA (NVO. PLAN),GEOGRAFIA,5,M,15,1 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,5,M,15,1 
PREPARATORIA (NVO. PLAN),TALL. DE LECTURA Y REDACCION I,5,M,15,1 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,5,M,15,1 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,5,M,15,1 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,5,M,15,1 
PREPARATORIA (NVO. PLAN),INFORMATICA I,10,M,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,10,M,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,M,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,M,15,2 
PREPARATORIA (NVO. PLAN),FISICA,10,M,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,6,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,8,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,5,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,M,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,5,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,7,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,8,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,16,2 
PREPARATORIA (NVO. PLAN),QUIMICA,9,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,8,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,F,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,10,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,M,15,2 
PREPARATORIA (NVO. PLAN),FISICA,10,M,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,10,M,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,M,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,M,15,2 
PREPARATORIA (NVO. PLAN),ETICA Y VALORES,5,M,15,1 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,5,M,15,1 
PREPARATORIA (NVO. PLAN),INFORMATICA I,5,M,15,1 
PREPARATORIA (NVO. PLAN),LENGUA ADICIONAL AL ESPANOL I,6,M,15,1 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,7,M,15,1 
PREPARATORIA (NVO. PLAN),FISICA,7,F,16,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,7,F,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,10,F,17,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,17,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,F,17,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,17,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,10,F,17,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,8,F,15,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,10,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,9,F,15,2 
PREPARATORIA (NVO. PLAN),LITERATURA I,8,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,5,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,9,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,7,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,10,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,10,F,15,2 
PREPARATORIA (NVO. PLAN),BIOLOGIA I,10,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,10,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,9,F,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,5,M,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,5,M,15,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,5,M,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,5,M,15,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,5,M,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,9,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO I,8,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,10,M,16,2 
PREPARATORIA (NVO. PLAN),TALLER DE LECTURA Y REDACC. II,8,M,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,M,16,2 
PREPARATORIA (NVO. PLAN),INTR. A LAS CIENCIAS SOCIALES,8,M,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,8,M,16,2 
PREPARATORIA (NVO. PLAN),FISICA,8,M,16,2 
PREPARATORIA (NVO. PLAN),INFORMATICA II,8,M,16,2 
PREPARATORIA (NVO. PLAN),LITERATURA I,8,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,8,F,16,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,9,F,16,2 
PREPARATORIA (NVO. PLAN),FISICA,6,F,16,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS II,9,F,16,2 
PREPARATORIA (NVO. PLAN),HISTORIA DE MEXICO II,9,F,15,2 
PREPARATORIA (NVO. PLAN),LENGUA ADIC. AL ESPANOL II,7,F,15,2 
PREPARATORIA (NVO. PLAN),FISICA,8,F,15,2 
PREPARATORIA (NVO. PLAN),MATEMATICAS III,8,F,15,2 
PREPARATORIA (NVO. PLAN),INFORMATICA I,8,F,15,2 
PREPARATORIA (NVO. PLAN),QUIMICA,7,F,16,3 
PREPARATORIA (NVO. PLAN),LITERATURA I,9,F,16,3 
